"PERMNO","Company Name","Ticker","SP500 Start","SP500 End"
"10104","ORACLE CORP","ORCL","Aug. 3, 1989","Dec. 31, 2024"
"10107","MICROSOFT CORP","MSFT","June 7, 1994","Dec. 31, 2024"
"10138","T ROWE PRICE GROUP INC","TROW","Oct. 13, 1999","Dec. 31, 2024"
"10145","HONEYWELL INTERNATIONAL INC","HON","Dec. 31, 1925","Dec. 31, 2024"
"10299","LINEAR TECHNOLOGY CORP","LLTC","April 3, 2000","March 10, 2017"
"10516","ARCHER DANIELS MIDLAND CO","ADM","July 30, 1981","Dec. 31, 2024"
"10696","FISERV INC","FISV","April 2, 2001","Dec. 31, 2024"
"10909","CERNER CORP","CERN","April 30, 2010","June 7, 2022"
"11308","COCA COLA CO","KO","March 1, 1957","Dec. 31, 2024"
"11404","CONSOLIDATED EDISON INC","ED","Dec. 31, 1925","Dec. 31, 2024"
"11552","CELGENE CORP","CELG","Nov. 6, 2006","Nov. 20, 2019"
"11600","DENTSPLY SIRONA INC","XRAY","Nov. 14, 2008","April 2, 2024"
"11618","FASTENAL CO","FAST","Sept. 15, 2008","Dec. 31, 2024"
"11674","D T E ENERGY CO","DTE","Dec. 31, 1925","Dec. 31, 2024"
"11703","DU PONT E I DE NEMOURS & CO","DD","March 1, 1957","Aug. 31, 2017"
"11762","EATON CORP PLC","ETN","March 1, 1957","Dec. 31, 2024"
"11850","EXXON MOBIL CORP","XOM","Dec. 31, 1925","Dec. 31, 2024"
"11955","WASTE MANAGEMENT INC DEL","WM","July 17, 1998","Dec. 31, 2024"
"12052","GENERAL DYNAMICS CORP","GD","March 1, 1957","Dec. 31, 2024"
"12060","GENERAL ELECTRIC CO","GE","March 1, 1957","Dec. 31, 2024"
"12062","LABORATORY CORP AMERICA HLDGS","LH","Nov. 1, 2004","Dec. 31, 2024"
"12073","PEOPLES UNITED FINANCIAL INC","PBCT","Nov. 13, 2008","April 1, 2022"
"12076","SIGNET JEWELERS LTD","SIG","July 29, 2015","March 16, 2018"
"12308","CHARTER COMMUNICATIONS INC NEW","CHTR","Sept. 8, 2016","Dec. 31, 2024"
"12345","LYONDELLBASELL INDUSTRIES N V","LYB","Sept. 5, 2012","Dec. 31, 2024"
"12369","GENERAL MOTORS CO","GM","June 7, 2013","Dec. 31, 2024"
"12431","INGERSOLL RAND PLC","IR","Nov. 17, 2010","Dec. 31, 2024"
"12490","INTERNATIONAL BUSINESS MACHS COR","IBM","March 1, 1957","Dec. 31, 2024"
"12542","NIELSEN HOLDINGS PLC","NLSN","July 9, 2013","Oct. 11, 2022"
"12558","KINDER MORGAN INC","KMI","May 25, 2012","Dec. 31, 2024"
"12622","H C A HOLDINGS INC","HCA","Jan. 27, 2015","Dec. 31, 2024"
"12650","KANSAS CITY SOUTHERN","KSU","May 24, 2013","Dec. 13, 2021"
"12872","MARATHON PETROLEUM CORP","MPC","July 1, 2011","Dec. 31, 2024"
"12981","FORTUNE BRANDS HOME & SECUR INC","FBHS","June 24, 2016","Dec. 16, 2022"
"13035","XYLEM INC","XYL","Nov. 1, 2011","Dec. 31, 2024"
"13103","DELPHI AUTOMOTIVE PLC","DLPH","Dec. 24, 2012","Dec. 31, 2024"
"13142","MICHAEL KORS HOLDINGS LTD","KORS","Nov. 13, 2013","May 11, 2020"
"13168","TRIPADVISOR INC","TRIP","Dec. 21, 2011","Dec. 20, 2019"
"13356","PHILLIPS 66","PSX","May 1, 2012","Dec. 31, 2024"
"13407","FACEBOOK INC","FB","Dec. 23, 2013","Dec. 31, 2024"
"13586","PENTAIR PLC","PNR","Oct. 1, 2012","Dec. 31, 2024"
"13688","P G & E CORP","PCG","Dec. 31, 1925","Jan. 17, 2019"
"13721","ABBVIE INC","ABBV","Jan. 2, 2013","Dec. 31, 2024"
"13788","ZOETIS INC","ZTS","June 24, 2013","Dec. 31, 2024"
"13856","PEPSICO INC","PEP","March 1, 1957","Dec. 31, 2024"
"13901","ALTRIA GROUP INC","MO","March 1, 1957","Dec. 31, 2024"
"13928","CONOCOPHILLIPS","COP","March 1, 1957","Dec. 31, 2024"
"13936","P V H CORP","PVH","Feb. 14, 2013","Sept. 16, 2022"
"13963","NEWS CORP NEW","NWSA","July 1, 2013","Dec. 31, 2024"
"13964","NEWS CORP NEW","NWS","Sept. 21, 2015","Dec. 31, 2024"
"13983","COTY INC","COTY","Oct. 3, 2016","Sept. 18, 2020"
"14008","AMGEN INC","AMGN","Jan. 2, 1992","Dec. 31, 2024"
"14011","MALLINCKRODT PLC","MNK","Aug. 19, 2014","July 25, 2017"
"14277","SCHLUMBERGER LTD","SLB","March 4, 1965","Dec. 31, 2024"
"14297","ALLEGION PLC","ALLE","Dec. 2, 2013","Dec. 31, 2024"
"14541","CHEVRON CORP NEW","CVX","Dec. 31, 1925","Dec. 31, 2024"
"14542","ALPHABET INC","GOOG","April 3, 2014","Dec. 31, 2024"
"14593","APPLE INC","AAPL","Nov. 18, 1982","Dec. 31, 2024"
"14601","NAVIENT CORP","NAVI","May 1, 2014","June 4, 2018"
"14702","APPLIED MATERIALS INC","AMAT","March 16, 1995","Dec. 31, 2024"
"14776","SYNCHRONY FINANCIAL","SYF","Nov. 18, 2015","Dec. 31, 2024"
"14889","CITIZENS FINANCIAL GROUP INC","CFG","Feb. 1, 2016","Dec. 31, 2024"
"15069","MARATHON OIL CORP","MRO","Dec. 31, 1925","Nov. 25, 2024"
"15202","VULCAN MATERIALS CO","VMC","July 1, 1999","Dec. 31, 2024"
"15408","KRAFT HEINZ CO","KHC","July 6, 2015","Dec. 31, 2024"
"15456","FOOT LOCKER INC","FL","April 4, 2016","Aug. 8, 2019"
"15488","PAYPAL HOLDINGS INC","PYPL","July 20, 2015","Dec. 31, 2024"
"15579","TEXAS INSTRUMENTS INC","TXN","March 25, 1959","Dec. 31, 2024"
"15707","HEWLETT PACKARD ENTERPRISE CO","HPE","Nov. 2, 2015","Dec. 31, 2024"
"15720","EDISON INTERNATIONAL","EIX","Dec. 31, 1925","Dec. 31, 2024"
"15797","C S R A INC","CSRA","Nov. 30, 2015","April 3, 2018"
"15980","UNDER ARMOUR INC","UA","April 8, 2016","June 17, 2022"
"16087","FORTIVE CORP","FTV","July 5, 2016","Dec. 31, 2024"
"16432","GOODYEAR TIRE & RUBBER CO","GT","Dec. 31, 1925","Feb. 26, 2019"
"16600","HERSHEY CO","HSY","March 1, 1957","Dec. 31, 2024"
"16678","KROGER CO","KR","March 1, 1957","Dec. 31, 2024"
"17005","C V S HEALTH CORP","CVS","March 1, 1957","Dec. 31, 2024"
"17144","GENERAL MILLS INC","GIS","Feb. 13, 1969","Dec. 31, 2024"
"17478","S & P GLOBAL INC","SPGI","March 1, 1957","Dec. 31, 2024"
"17750","KIMBERLY CLARK CORP","KMB","March 1, 1957","Dec. 31, 2024"
"17830","UNITED TECHNOLOGIES CORP","UTX","March 1, 1957","Dec. 31, 2024"
"18163","PROCTER & GAMBLE CO","PG","March 1, 1957","Dec. 31, 2024"
"18411","SOUTHERN CO","SO","June 7, 1944","Dec. 31, 2024"
"18542","CATERPILLAR INC","CAT","March 1, 1957","Dec. 31, 2024"
"18729","COLGATE PALMOLIVE CO","CL","March 1, 1957","Dec. 31, 2024"
"19166","F M C CORP","FMC","Aug. 19, 2009","Dec. 31, 2024"
"19350","DEERE & CO","DE","March 1, 1957","Dec. 31, 2024"
"19393","BRISTOL MYERS SQUIBB CO","BMY","March 1, 1957","Dec. 31, 2024"
"19502","WALGREENS BOOTS ALLIANCE INC","WBA","Oct. 11, 1979","Dec. 31, 2024"
"19561","BOEING CO","BA","March 1, 1957","Dec. 31, 2024"
"19583","INVESCO LTD","IVZ","Aug. 21, 2008","Dec. 31, 2024"
"20415","LEUCADIA NATIONAL CORP","LUK","Aug. 27, 2007","Sept. 25, 2019"
"20482","ABBOTT LABORATORIES","ABT","March 1, 1957","Dec. 31, 2024"
"20626","DOW CHEMICAL CO","DOW","April 20, 1954","Aug. 31, 2017"
"21020","AMERICAN AIRLINES GROUP INC","AAL","March 23, 2015","Sept. 20, 2024"
"21178","LOCKHEED MARTIN CORP","LMT","July 19, 1984","Dec. 31, 2024"
"21186","WESTROCK CO","WRK","March 1, 1957","July 5, 2024"
"21207","NEWMONT MINING CORP","NEM","May 15, 1969","Dec. 31, 2024"
"21371","CARDINAL HEALTH INC","CAH","May 27, 1997","Dec. 31, 2024"
"21573","INTERNATIONAL PAPER CO","IP","Dec. 31, 1925","Dec. 31, 2024"
"21776","EXELON CORP","EXC","June 7, 1944","Dec. 31, 2024"
"21792","CENTERPOINT ENERGY INC","CNP","July 25, 1985","Dec. 31, 2024"
"21936","PFIZER INC","PFE","March 1, 1957","Dec. 31, 2024"
"22103","EMERSON ELECTRIC CO","EMR","Jan. 7, 1965","Dec. 31, 2024"
"22111","JOHNSON & JOHNSON","JNJ","May 31, 1973","Dec. 31, 2024"
"22293","CORNING INC","GLW","March 1, 1957","Dec. 31, 2024"
"22509","P P G INDUSTRIES INC","PPG","March 1, 1957","Dec. 31, 2024"
"22517","P P L CORP","PPL","Nov. 27, 1995","Dec. 31, 2024"
"22592","3M CO","MMM","March 1, 1957","Dec. 31, 2024"
"22752","MERCK & CO INC NEW","MRK","March 1, 1957","Dec. 31, 2024"
"22779","MOTOROLA SOLUTIONS INC","MSI","March 1, 1957","Dec. 31, 2024"
"23026","FIRSTENERGY CORP","FE","July 10, 1957","Dec. 31, 2024"
"23085","SCANA CORP NEW","SCG","Jan. 2, 2009","Dec. 31, 2018"
"23229","C M S ENERGY CORP","CMS","May 3, 1999","Dec. 31, 2024"
"23393","CHURCH & DWIGHT INC","CHD","Dec. 29, 2015","Dec. 31, 2024"
"23473","CINCINNATI FINANCIAL CORP","CINF","Dec. 18, 1997","Dec. 31, 2024"
"23536","W E C ENERGY GROUP INC","WEC","Oct. 31, 2008","Dec. 31, 2024"
"23579","TEXTRON INC","TXT","Oct. 5, 1978","Dec. 31, 2024"
"23660","CINTAS CORP","CTAS","March 1, 2001","Dec. 31, 2024"
"23712","PUBLIC SERVICE ENTERPRISE GP INC","PEG","July 7, 1948","Dec. 31, 2024"
"23819","HALLIBURTON CO","HAL","March 1, 1957","Dec. 31, 2024"
"23887","FRONTIER COMMUNICATIONS CORP","FTR","Feb. 27, 2001","March 17, 2017"
"23931","X C E L ENERGY INC","XEL","July 6, 1949","Dec. 31, 2024"
"24010","ENTERGY CORP NEW","ETR","March 1, 1957","Dec. 31, 2024"
"24109","AMERICAN ELECTRIC POWER CO INC","AEP","Sept. 6, 1951","Dec. 31, 2024"
"24205","NEXTERA ENERGY INC","NEE","July 1, 1976","Dec. 31, 2024"
"24328","E Q T CORP","EQT","Dec. 19, 2008","Nov. 12, 2018"
"24459","PITNEY BOWES INC","PBI","March 1, 1957","Feb. 28, 2017"
"24643","ARCONIC INC","ARNC","March 1, 1957","Dec. 31, 2024"
"24766","NORTHROP GRUMMAN CORP","NOC","June 13, 1985","Dec. 31, 2024"
"24942","RAYTHEON CO","RTN","March 1, 1957","April 3, 2020"
"24985","AMEREN CORP","AEE","Sept. 20, 1991","Dec. 31, 2024"
"25081","COMERICA INC","CMA","Dec. 1, 1995","June 21, 2024"
"25232","ONEOK INC NEW","OKE","March 15, 2010","Dec. 31, 2024"
"25320","CAMPBELL SOUP CO","CPB","March 1, 1957","Dec. 31, 2024"
"25419","WHIRLPOOL CORP","WHR","April 1, 1959","March 15, 2024"
"25582","HARRIS CORP","HRS","Sept. 22, 2008","Dec. 31, 2024"
"25778","C A INC","CA","July 9, 1987","Nov. 5, 2018"
"25785","FORD MOTOR CO DEL","F","March 1, 1957","Dec. 31, 2024"
"25953","DOVER CORP","DOV","Oct. 24, 1985","Dec. 31, 2024"
"26403","DISNEY WALT CO","DIS","July 1, 1976","Dec. 31, 2024"
"26710","LOEWS CORP","L","May 10, 1995","Dec. 31, 2024"
"26825","KELLOGG CO","K","April 26, 1961","Dec. 31, 2024"
"27043","VARIAN MEDICAL SYSTEMS INC","VAR","Feb. 12, 2007","April 19, 2021"
"27633","RYDER SYSTEMS INC","R","Dec. 30, 1982","June 16, 2017"
"27828","H P INC","HPQ","Oct. 17, 1974","Dec. 31, 2024"
"27887","BAXTER INTERNATIONAL INC","BAX","Sept. 14, 1972","Dec. 31, 2024"
"27959","DUKE ENERGY CORP NEW","DUK","July 1, 1976","Dec. 31, 2024"
"27983","XEROX CORP","XRX","Sept. 5, 1963","March 19, 2021"
"27991","PINNACLE WEST CAPITAL CORP","PNW","Oct. 4, 1999","Dec. 31, 2024"
"28222","AIR PRODUCTS & CHEMICALS INC","APD","April 11, 1985","Dec. 31, 2024"
"28345","MURPHY OIL CORP","MUR","Aug. 15, 2005","July 25, 2017"
"28388","VORNADO REALTY TRUST","VNO","Aug. 12, 2005","Jan. 4, 2023"
"28484","HESS CORP","HES","May 17, 1984","Dec. 31, 2024"
"28804","ALASKA AIRGROUP INC","ALK","May 13, 2016","Dec. 15, 2023"
"29946","BROWN FORMAN CORP","BF","Oct. 14, 1982","Dec. 31, 2024"
"30681","OMNICOM GROUP INC","OMC","Dec. 24, 1997","Dec. 31, 2024"
"30940","FLOWSERVE CORP","FLS","Oct. 2, 2008","March 19, 2021"
"32707","HELMERICH & PAYNE INC","HP","March 1, 2010","May 21, 2020"
"32870","HORMEL FOODS CORP","HRL","March 4, 2009","Dec. 31, 2024"
"34032","MASCO CORP","MAS","June 18, 1981","Dec. 31, 2024"
"34746","FIFTH THIRD BANCORP","FITB","March 8, 1996","Dec. 31, 2024"
"34817","NUCOR CORP","NUE","April 18, 1985","Dec. 31, 2024"
"34833","OCCIDENTAL PETROLEUM CORP","OXY","Dec. 9, 1982","Dec. 31, 2024"
"35044","REGIONS FINANCIAL CORP NEW","RF","Aug. 28, 1998","Dec. 31, 2024"
"35554","M & T BANK CORP","MTB","Feb. 27, 2004","Dec. 31, 2024"
"36468","SHERWIN WILLIAMS CO","SHW","May 14, 1964","Dec. 31, 2024"
"37284","TESORO CORP","TSO","Sept. 27, 2007","Sept. 28, 2018"
"37584","FRANKLIN RESOURCES INC","BEN","April 29, 1998","Dec. 31, 2024"
"38093","GALLAGHER ARTHUR J & CO","AJG","May 31, 2016","Dec. 31, 2024"
"38156","WILLIAMS COS","WMB","Feb. 6, 1975","Dec. 31, 2024"
"38703","WELLS FARGO & CO NEW","WFC","July 1, 1976","Dec. 31, 2024"
"38762","NISOURCE INC","NI","Nov. 2, 2000","Dec. 31, 2024"
"39490","APACHE CORP","APA","July 28, 1997","Dec. 31, 2024"
"39538","MATTEL INC","MAT","March 11, 1982","June 6, 2019"
"39642","BECTON DICKINSON & CO","BDX","Sept. 14, 1972","Dec. 31, 2024"
"39917","WEYERHAEUSER CO","WY","Dec. 5, 1963","Dec. 31, 2024"
"40272","INTERNATIONAL FLAVORS & FRAG INC","IFF","March 4, 1976","Dec. 31, 2024"
"40539","T J X COMPANIES INC NEW","TJX","Sept. 26, 1985","Dec. 31, 2024"
"41080","CUMMINS INC","CMI","Jan. 7, 1965","Dec. 31, 2024"
"41355","PARKER HANNIFIN CORP","PH","Nov. 7, 1985","Dec. 31, 2024"
"42200","PERKINELMER INC","PKI","May 9, 1985","Dec. 31, 2024"
"42585","SMUCKER J M CO","SJM","Nov. 6, 2008","Dec. 31, 2024"
"42877","HUNT J B TRANSPORT SERVICES INC","JBHT","July 1, 2015","Dec. 31, 2024"
"42906","HUNTINGTON BANCSHARES INC","HBAN","Aug. 6, 1997","Dec. 31, 2024"
"43350","STANLEY BLACK & DECKER INC","SWK","Sept. 16, 1982","Dec. 31, 2024"
"43449","MCDONALDS CORP","MCD","June 25, 1970","Dec. 31, 2024"
"43553","V F CORP","VFC","May 3, 1979","April 2, 2024"
"44206","EVERSOURCE ENERGY","ES","March 17, 2009","Dec. 31, 2024"
"44601","AVERY DENNISON CORP","AVY","Dec. 24, 1987","Dec. 31, 2024"
"44644","AUTOMATIC DATA PROCESSING INC","ADP","Feb. 26, 1981","Dec. 31, 2024"
"45356","JOHNSON CONTROLS INTL PLC","JCI","Aug. 27, 2010","Dec. 31, 2024"
"45751","MARSH & MCLENNAN COS INC","MMC","Aug. 6, 1987","Dec. 31, 2024"
"45911","SKYWORKS SOLUTIONS INC","SWKS","March 12, 2015","Dec. 31, 2024"
"46578","CLOROX CO","CLX","Jan. 16, 1969","Dec. 31, 2024"
"46674","GENUINE PARTS CO","GPC","Nov. 15, 1973","Dec. 31, 2024"
"46703","HOST HOTELS & RESORTS INC","HST","March 20, 2007","Dec. 31, 2024"
"46877","BARD C R INC","BCR","June 12, 1975","Jan. 2, 2018"
"46886","K L A TENCOR CORP","KLAC","Sept. 15, 1997","Dec. 31, 2024"
"47896","JPMORGAN CHASE & CO","JPM","July 1, 1976","Dec. 31, 2024"
"47941","TEGNA INC","TGNA","Dec. 11, 1975","June 1, 2017"
"48486","LAM RESH CORP","LRCX","June 5, 2012","Dec. 31, 2024"
"48506","MOODYS CORP","MCO","Dec. 27, 1979","Dec. 31, 2024"
"48653","HUMANA INC","HUM","Dec. 1, 1995","Dec. 31, 2024"
"48725","UNION PACIFIC CORP","UNP","July 16, 1969","Dec. 31, 2024"
"49015","LINCOLN NATIONAL CORP","LNC","July 1, 1976","Sept. 15, 2023"
"49154","TARGET CORP","TGT","Dec. 9, 1976","Dec. 31, 2024"
"49373","BLOCK H & R INC","HRB","Nov. 28, 1986","Sept. 18, 2020"
"49656","BANK OF NEW YORK MELLON CORP","BK","March 31, 1995","Dec. 31, 2024"
"49680","DANAHER CORP","DHR","Nov. 18, 1998","Dec. 31, 2024"
"50017","RANGE RESOURCES CORP","RRC","Dec. 21, 2007","June 15, 2018"
"50876","LILLY ELI & CO","LLY","Nov. 19, 1970","Dec. 31, 2024"
"52038","SYSCO CORP","SYY","Dec. 18, 1986","Dec. 31, 2024"
"52090","MCCORMICK & CO INC","MKC","March 21, 2003","Dec. 31, 2024"
"52230","ROBERT HALF INTERNATIONAL INC","RHI","Dec. 5, 2000","June 21, 2024"
"52329","JACOBS ENGINEERING GROUP INC","JEC","Oct. 26, 2007","Dec. 31, 2024"
"52476","EQUIFAX INC","EFX","June 19, 1997","Dec. 31, 2024"
"52695","GRAINGER W W INC","GWW","May 14, 1981","Dec. 31, 2024"
"52708","LENNAR CORP","LEN","Oct. 4, 2005","Dec. 31, 2024"
"52978","HASBRO INC","HAS","Sept. 13, 1984","Dec. 31, 2024"
"53065","INTERPUBLIC GROUP COS INC","IPG","Oct. 30, 1992","Dec. 31, 2024"
"53613","MICRON TECHNOLOGY INC","MU","Sept. 27, 1994","Dec. 31, 2024"
"54148","PULTE GROUP INC","PHM","April 12, 1984","Dec. 31, 2024"
"55976","WAL MART STORES INC","WMT","Aug. 19, 1982","Dec. 31, 2024"
"56274","CONAGRA BRANDS INC","CAG","Sept. 1, 1983","Dec. 31, 2024"
"56573","ILLINOIS TOOL WORKS INC","ITW","Feb. 13, 1986","Dec. 31, 2024"
"57568","BALL CORP","BLL","Oct. 4, 1984","Dec. 31, 2024"
"57665","NIKE INC","NKE","Nov. 3, 1988","Dec. 31, 2024"
"57817","NORDSTROM INC","JWN","Aug. 7, 1986","June 19, 2020"
"57904","AFLAC INC","AFL","May 28, 1999","Dec. 31, 2024"
"58246","NORTHERN TRUST CORP","NTRS","Jan. 30, 1998","Dec. 31, 2024"
"58413","FEDERAL REALTY INVESTMENT TRUST","FRT","Feb. 1, 2016","Dec. 31, 2024"
"58683","SOUTHWEST AIRLINES CO","LUV","July 13, 1994","Dec. 31, 2024"
"58819","ALLIANT ENERGY CORP","LNT","July 1, 2016","Dec. 31, 2024"
"59010","GAP INC","GPS","Aug. 21, 1986","Feb. 2, 2022"
"59176","AMERICAN EXPRESS CO","AXP","July 1, 1976","Dec. 31, 2024"
"59248","MOLSON COORS BREWING CO","TAP","July 1, 1976","Dec. 31, 2024"
"59300","U D R INC","UDR","March 7, 2016","Dec. 31, 2024"
"59328","INTEL CORP","INTC","Dec. 9, 1976","Dec. 31, 2024"
"59408","BANK OF AMERICA CORP","BAC","July 1, 1976","Dec. 31, 2024"
"59459","TRAVELERS COMPANIES INC","TRV","July 1, 1976","Dec. 31, 2024"
"60097","MEDTRONIC PLC","MDT","Oct. 23, 1986","Dec. 31, 2024"
"60206","SNAP ON INC","SNA","Sept. 16, 1982","Dec. 31, 2024"
"60442","P N C FINANCIAL SERVICES GRP INC","PNC","April 14, 1988","Dec. 31, 2024"
"60506","PACCAR INC","PCAR","Oct. 2, 1980","Dec. 31, 2024"
"60599","CENTURYLINK INC","CTL","March 25, 1999","March 17, 2023"
"60628","FEDEX CORP","FDX","Nov. 6, 1980","Dec. 31, 2024"
"60871","ANALOG DEVICES INC","ADI","Oct. 12, 1999","Dec. 31, 2024"
"60943","LEGGETT & PLATT INC","LEG","Oct. 18, 1999","Dec. 17, 2021"
"60986","NEWELL BRANDS INC","NWL","April 27, 1989","Sept. 15, 2023"
"61399","LOWES COMPANIES INC","LOW","March 1, 1984","Dec. 31, 2024"
"61621","PAYCHEX INC","PAYX","Oct. 1, 1998","Dec. 31, 2024"
"61735","AON PLC","AON","April 23, 1996","Dec. 31, 2024"
"61815","NOBLE ENERGY INC","NBL","Oct. 8, 2007","Oct. 9, 2020"
"62092","THERMO FISHER SCIENTIFIC INC","TMO","Jan. 2, 1997","Dec. 31, 2024"
"62148","C S X CORP","CSX","Nov. 6, 1980","Dec. 31, 2024"
